4.42608,9.78696
3.42063,11.02579
4.57096,10.08400
4.31328,9.98845
4.18316,8.75670
3.81313,10.55810
4.56108,10.14076
4.81649,8.70468
3.02638,10.11356
4.32159,11.63024
5.26268,9.65725
4.97568,11.12335
4.44574,10.12754
4.43899,10.49109
5.24219,10.66498
4.33015,9.89780
4.91314,9.86101
4.37683,10.60303
4.20736,10.02940
4.50052,10.92275
4.58514,11.71861
4.39941,9.96908
5.32919,10.52018
4.85992,8.72653
7.01935,10.13379
4.51904,9.31533
5.57157,8.08186
3.61020,9.91681
5.97939,10.34936
6.71446,9.48805
3.87082,9.49612
5.86000,10.13152
9.60828,1.83257
9.69513,3.20674
11.39066,3.10032
9.95766,2.87663
10.10899,2.87846
10.71883,3.43017
10.99382,2.50995
9.44912,3.09324
9.86844,4.21329
9.62821,4.22834
10.30826,2.63086
9.43782,2.38395
10.18590,2.40087
9.51244,2.19310
10.43177,2.78348
10.84170,3.50766
11.12803,2.71424
8.72963,2.86841
9.49291,1.49484
10.35361,2.63184
9.77883,2.68967
9.29273,2.65563
8.90201,3.06931
9.76429,3.22429
10.70816,3.77437
10.05788,3.79431
10.07288,3.22652
9.89300,3.60830
11.14137,3.05638
8.90869,3.55769
8.80019,2.11242
9.41491,2.26556
9.93607,2.79250
8.83932,3.71796
9.77376,4.45310
10.60189,3.71012
9.70486,1.92892
9.59316,3.78271
10.69558,3.39438
11.06648,2.56376
10.10889,3.94375
10.79051,2.39441
9.21946,1.85394
9.69865,2.79076
9.48604,2.03951
10.80477,2.37558
10.02734,3.66738
10.94977,2.71959
9.71369,3.06332
11.21553,3.45543
9.13347,3.11784
10.21191,2.69220
9.53890,3.04758
11.61352,3.32271
11.04526,2.98055
10.36947,3.42780
9.96677,1.77372
8.88202,4.07598
9.64956,4.02628
10.87387,3.12115
10.19278,1.96884
9.74256,3.61023
11.49255,1.79175
10.53380,2.31362
10.88293,2.12118
10.62149,2.68331
10.40965,3.17421
10.32861,3.46775
11.38443,2.03762
10.92405,3.10811
10.98866,2.38925
9.40038,1.76530
9.33890,2.55505
8.11147,3.68559
10.44036,2.90276
11.08903,3.09113
9.46880,3.23566
10.46718,1.32694
10.37082,3.63206
9.53262,3.09432
10.53588,2.21222
10.75247,2.09529
10.83672,3.56041
9.43843,2.48746
10.57098,3.73930
9.58199,1.95146
10.40898,4.25757
12.20402,2.31334
11.11267,1.87807
10.31135,3.22609
10.09789,3.61460
8.69328,3.27804
9.72861,3.87079
10.31523,3.73846
9.97359,3.64606
9.64450,2.34893
9.40295,3.59487
10.95433,2.90759
10.00742,3.22007
9.96721,4.34430
10.69520,3.33967
8.97216,2.03492
9.73220,3.34431
9.22849,2.22560
10.78853,2.94557
8.84896,2.83366
9.12980,2.99226
9.43380,3.29027
9.49864,2.18569
8.62639,3.72899
9.90174,3.07645
7.88509,2.10819
12.18038,2.09673
10.06918,2.62790
8.79610,3.89941
10.37778,4.52998
10.58177,4.14188
10.23846,2.83158
10.05251,3.82181
10.08436,3.06973
10.51400,2.67571
9.84812,2.04389
8.97286,3.01572
11.84329,2.78899
10.47876,3.86634
10.53316,2.06113
10.50815,2.27972
8.97229,1.88535
9.17558,4.38963
10.13372,3.11942
11.18993,0.98006
9.90285,2.83252
10.26832,2.48127
8.83226,3.98401
11.21757,3.06683
9.77858,3.10110
9.95852,4.07279
10.82223,1.91727
9.60052,2.57519
